"","gene","sign_pVal.logFC","X.Replicon.Name","Replicon.Accession","Start","Stop","Strand","GeneID","Locus","Protein.product","Length","COG.s.","Protein.name","class","subclass","LocateP.Subcellular.Localization.Prediction"
"177","lp_3393",1.30175526138885,"chr","NC_004567.2",3008907,3009845,"-",1063802,"-","YP_004890892.1",312,"-","cell surface hydrolase, membrane-bound","Cell envelope","Cell surface proteins: membrane bound","@N-terminally anchored (No CS)"
"89","lp_1859",1.30529348720826,"chr","NC_004567.2",1680545,1681243,"-",1061559,"-","YP_004889644.1",232,"-","NADP oxidoreductase coenzyme, F420-dependent","Hypothetical proteins","Conserved: putative function","@Intracellular"
"75","lp_1676",1.31397797790962,"chr","NC_004567.2",1527440,1527901,"+",1061917,"accB2","YP_004889493.1",153,"-","acetyl-CoA carboxylase, biotin carboxyl carrier protein","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"139","lp_2948",1.32736870041341,"chr","NC_004567.2",2625182,2626630,"+",1063403,"-","YP_004890531.1",482,"-","hypothetical protein lp_2948","Hypothetical proteins","Conserved: other","@Intracellular /TMH start  AFTER 60"
"102","lp_2100",1.33666399814948,"chr","NC_004567.2",1894853,1895821,"-",1062269,"cps4I","YP_004889850.1",322,"-","glycosyltransferase, family 2 (GT2)","Cell envelope","Surface polysaccharides, lipopolysaccharides and antigens","@Intracellular"
"74","lp_1675",1.34621245900249,"chr","NC_004567.2",1526211,1527443,"+",1062128,"fabF","YP_004889492.1",410,"-","3-oxoacyl-ACP synthase","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"39","lp_0907",1.34812035425594,"chr","NC_004567.2",837249,837893,"-",1061974,"-","YP_004888863.1",214,"-","membrane protein","Hypothetical proteins","Conserved: putative function","@Multi-transmembrane"
"161","lp_3204",1.35567913639082,"chr","NC_004567.2",2854090,2855373,"-",1061934,"nupC","YP_004890743.1",427,"-","pyrimidine nucleoside transport protein","Transport and binding proteins","Nucleosides, purines and pyrimidines","@Multi-transmembrane"
"137","lp_2931",1.35573029553801,"chr","NC_004567.2",2611116,2611697,"-",1063350,"nrdG","YP_004890520.1",193,"-","anaerobic ribonucleotide reductase activator protein","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"196","lp_3668",1.36909251658562,"chr","NC_004567.2",3289085,3289567,"-",1061578,"-","YP_004891135.1",160,"-","GNAT family acetyltransferase","Hypothetical proteins","Not conserved: other","@Intracellular"
"77","lp_1678",1.37587845002268,"chr","NC_004567.2",1528329,1529717,"+",1061749,"accC2","YP_004889495.1",462,"-","acetyl-CoA carboxylase, biotin carboxylase subunit","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"142","lp_2991",1.37741298505493,"chr","NC_004567.2",2661013,2661684,"-",1063475,"-","YP_004890565.1",223,"-","Cro/CI family transcriptional regulator","Regulatory functions","Cro/CI-family regulators","@Multi-transmembrane"
"87","lp_1818",1.39668653729441,"chr","NC_004567.2",1644242,1645363,"+",1063319,"tarK","YP_004889614.1",373,"-","ribitolphosphotransferase","Cell envelope","Teichoic acid biosynthesis","@Intracellular"
"30","lp_0481",1.40234786408266,"chr","NC_004567.2",429204,430817,"+",1061431,"pyrG","YP_004888492.1",537,"-","CTP synthase","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"7","lp_0106",1.41588092819025,"chr","NC_004567.2",95063,95854,"+",1061367,"larC1","YP_004888176.1",263,"-","lactate racemization operon protein LarC,N-terminal domain","Cell envelope","Murein sacculus and peptidoglycan",""
"182","lp_3452",1.41866102687186,"chr","NC_004567.2",3061718,3062410,"-",1063572,"-","YP_004890941.1",230,"-","cell surface protein, CscB family","Cell envelope","Cell surface proteins: other","@N-terminally anchored (No CS)"
"26","lp_0456",1.41916868416333,"chr","NC_004567.2",410280,411056,"+",1061382,"-","YP_004888473.1",258,"-","TatD family Dnase","DNA metabolism","Degradation of DNA","@Intracellular"
"138","lp_2932",1.41922207089623,"chr","NC_004567.2",2611630,2613852,"-",1063370,"nrdD","YP_004890521.1",740,"-","anaerobic ribonucleoside-triphosphate reductase","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"80","lp_1681",1.42265089206455,"chr","NC_004567.2",1531312,1532070,"+",1062043,"fabI","YP_004889498.1",252,"-","enoyl","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"103","lp_2102",1.43707237519285,"chr","NC_004567.2",1897077,1898105,"-",1064038,"cps4G","YP_004889852.1",342,"-","glycosyltransferase, family 1 (GT1)","Cell envelope","Surface polysaccharides, lipopolysaccharides and antigens","@Intracellular"
"135","lp_2890",1.44104922254589,"chr","NC_004567.2",2569655,2570683,"-",1063283,"-","YP_004890489.1",342,"-","aldo/keto reductase family protein","Hypothetical proteins","Conserved: putative function","@N-terminally anchored (No CS)"
"28","lp_0458",1.4424207203425,"chr","NC_004567.2",411603,412493,"+",1064147,"-","YP_004888475.1",296,"-","dimethyladenosine transferase","Protein synthesis","tRNA and rRNA base modification","@Intracellular"
"59","lp_1440",1.4431652899674,"chr","NC_004567.2",1318902,1319465,"-",1062417,"-","YP_004889287.1",187,"-","hypothetical protein lp_1440","Hypothetical proteins","Conserved: other","@Intracellular"
"155","lp_3098",1.46107231615881,"chr","NC_004567.2",2758531,2759568,"+",1063668,"-","YP_004890656.1",345,"-","NAD-dependent epimerase/dehydratase family protein","Hypothetical proteins","Conserved: putative function","@Intracellular"
"78","lp_1679",1.46953999125669,"chr","NC_004567.2",1529683,1530528,"+",1062006,"accD2","YP_004889496.1",281,"-","acetyl-CoA carboxylase, carboxyl transferase subunit beta","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"54","lp_1377",1.47420535571977,"chr","NC_004567.2",1260935,1262572,"+",1062568,"-","YP_004889239.1",545,"-","hypothetical protein lp_1377","Hypothetical proteins","Conserved: other","@Intracellular"
"124","lp_2740",1.50650136086797,"chr","NC_004567.2",2438700,2440481,"+",1063044,"-","YP_004890367.1",593,"-","ABC transporter permease","Transport and binding proteins","Unknown substrate","@Multi-transmembrane"
"51","lp_1302",1.55750272495869,"chr","NC_004567.2",1191255,1192757,"+",1062755,"-","YP_004889184.1",500,"-","methionine transport protein","Transport and binding proteins","Multidrug resistance","@Multi-transmembrane"
"149","lp_3023",1.56320776380062,"chr","NC_004567.2",2689179,2690699,"-",1062732,"umuC","YP_004890594.1",506,"-","DNA polymerase V, subunit UmuC","DNA metabolism","DNA replication recombination, and repair","@Intracellular"
"153","lp_3084",1.57407542590437,"chr","NC_004567.2",2744152,2744781,"+",1063606,"-","YP_004890643.1",209,"-","cell surface protein, ErfK family","Cell envelope","Cell surface proteins: membrane bound","@Secretory(released) (with CS)"
"184","lp_3463",1.57604745502966,"chr","NC_004567.2",3067905,3068555,"+",1063489,"glpF6","YP_004890948.1",216,"-","glycerol uptake facilitator protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"27","lp_0457",1.58324100452018,"chr","NC_004567.2",411043,411606,"+",1064148,"-","YP_004888474.1",187,"-","topoisomerase/primase family protein","DNA metabolism","DNA replication, recombination and repair","@Intracellular"
"40","lp_0924",1.58421635560859,"chr","NC_004567.2",857133,857516,"+",1061872,"-","YP_004888876.1",127,"-","extracellular protein, MORN repeat family","Cell envelope","Cell surface proteins: other","@Secretory(released) (with CS)"
"123","lp_2739",1.5999054120667,"chr","NC_004567.2",2437911,2438669,"+",1063051,"-","YP_004890366.1",252,"-","ABC transporter ATP-binding protein","Transport and binding proteins","Unknown substrate","@Intracellular"
"18","lp_0302",1.6393203024803,"chr","NC_004567.2",278235,279038,"-",1061136,"-","YP_004888341.1",267,"-","extracellular transglycosylase","Cell envelope","Cell surface proteins: peptidoglycan-bound","@Secretory(released) (with CS)"
"6","lp_0085",1.64765369574888,"chr","NC_004567.2",79946,81280,"-",1061114,"-","YP_004888162.1",444,"-","multidrug extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps","Transport and binding proteins","Unknown substrate","@Multi-transmembrane"
"179","lp_3430",1.66718678216536,"chr","NC_004567.2",3042353,3043306,"+",1063674,"-","YP_004890924.1",317,"-","peroxidase","Hypothetical proteins","Conserved: putative function","@Intracellular"
"81","lp_1682",1.68272601778692,"chr","NC_004567.2",1532070,1532621,"+",1062108,"-","YP_004889499.1",183,"-","phosphopantetheinyltransferase","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"95","lp_1943",1.7066682636867,"chr","NC_004567.2",1761552,1762655,"-",1064102,"hpk6","YP_004889716.1",367,"-","two-component system histidine protein kinase; sensor protein","Regulatory functions","Two-component regulators","@Multi-transmembrane"
"178","lp_3394",1.74455179327319,"chr","NC_004567.2",3009970,3010440,"-",1063803,"-","YP_004890893.1",156,"-","hypothetical protein lp_3394","Hypothetical proteins","Conserved: other","@Intracellular"
"79","lp_1680",1.75138088837171,"chr","NC_004567.2",1530521,1531291,"+",1061743,"accA2","YP_004889497.1",256,"-","acetyl-CoA carboxylase, carboxyl transferase subunit alpha","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"175","lp_3338",1.75290894820416,"chr","NC_004567.2",2970785,2972209,"-",1063940,"nha2","YP_004890845.1",474,"-","Na(+)/H(+) antiporter","Transport and binding proteins","Cations","@Multi-transmembrane"
"96","lp_1944",1.81396515473969,"chr","NC_004567.2",1762639,1763409,"-",1064103,"-","YP_004889717.1",256,"-","multidrug ABC transporter, permease protein","Transport and binding proteins","Unknown substrate","@Multi-transmembrane"
"150","lp_3073",1.82706337455732,"chr","NC_004567.2",2734633,2735241,"-",1063576,"-","YP_004890634.1",202,"-","cell surface protein, CscB family","Cell envelope","Cell surface proteins: other","@N-terminally anchored (with CS)"
"100","lp_2066",1.8922191451515,"chr","NC_004567.2",1865024,1865653,"+",1061879,"-","YP_004889823.1",209,"-","hypothetical protein lp_2066","Hypothetical proteins","Conserved: other","@Multi-transmembrane"
"52","lp_1374",1.94822014799733,"chr","NC_004567.2",1255870,1257726,"-",1062572,"-","YP_004889237.1",618,"-","bifunctional protein: homocysteine methyltransferase (cobalamin-dependent); methylenetetrahydrofolate reductase","Amino acid biosynthesis","Aspartate family","@Intracellular"
"117","lp_2696",1.97577104860095,"chr","NC_004567.2",2397218,2398327,"-",1062972,"oroP","YP_004890331.1",369,"-","orotate transport protein","Transport and binding proteins","Nucleosides, purines and pyrimidines","@Multi-transmembrane"
"197","lp_3676",2.02346497973148,"chr","NC_004567.2",3293466,3295004,"-",1061567,"-","YP_004891140.1",512,"-","cell surface protein precursor, CscC family","Cell envelope","Cell surface proteins: other","@Secretory(released) (with CS)"
"2","lp_0070",2.02867481472393,"chr","NC_004567.2",68424,69671,"-",1061274,"-","YP_004888149.1",415,"-","4-hydroxyphenylacetate-3-hydroxylase,C-terminus (pseudogene)","Energy metabolism","Phenolic acids","@Intracellular"
"156","lp_3150",2.02887818655112,"chr","NC_004567.2",2815899,2816987,"+",1063961,"-","YP_004890699.1",362,"-","malate dehydrogenase","Energy metabolism","TCA cycle","@Intracellular"
"180","lp_3436",2.04030774641528,"chr","NC_004567.2",3049060,3049812,"-",1063598,"glpF5","YP_004890929.1",250,"-","glycerol uptake facilitator protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"88","lp_1819",2.04548735255302,"chr","NC_004567.2",1645364,1647262,"+",1062225,"tarL","YP_004889615.1",632,"-","ribitolphosphotransferase","Cell envelope","Teichoic acid biosynthesis","@Intracellular"
"105","lp_2425",2.0788962218838,"chr","NC_004567.2",2185855,2186034,"-",1062494,"-","YP_004890118.1",59,"-","prophage P2a protein 32","Other categories","Phage and prophage related functions","@Intracellular"
"33","lp_0597",2.09359115310035,"chr","NC_004567.2",570711,571388,"+",1061573,"pgm2","YP_004888595.1",225,"-","phosphoglycerate mutase family protein","Energy metabolism","Glycolysis","@Intracellular"
"143","lp_3004",2.19961425294187,"chr","NC_004567.2",2674357,2674671,"+",1063493,"-","YP_004890577.1",104,"-","hypothetical protein lp_3004","Hypothetical proteins","Not conserved: other","@Intracellular"
"163","lp_3220",2.23787942295036,"chr","NC_004567.2",2868761,2870428,"-",1061921,"-","YP_004890756.1",555,"-","sucrose/trehalose-6-phosphate hydrolase,glycosyl hydrolase family 13","Central intermediary metabolism","Biosynthesis and degradation of polysaccharides","@Intracellular"
"120","lp_2699",2.26890583908052,"chr","NC_004567.2",2399693,2400610,"-",1062981,"pyrD","YP_004890334.1",305,"-","dihydroorotate oxidase","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"199","lp_3678",2.31775957235888,"chr","NC_004567.2",3295385,3296446,"-",1061562,"-","YP_004891142.1",353,"-","cell surface protein precursor","Cell envelope","Cell surface proteins: other","@C-terminally anchored (with CS)"
"53","lp_1375",2.36876724633988,"chr","NC_004567.2",1257740,1260046,"-",1062571,"metE","YP_004889238.1",768,"-","homocysteine S-methyltransferase (cobalamin-independent)","Amino acid biosynthesis","Aspartate family","@Intracellular"
"119","lp_2698",2.3743666486688,"chr","NC_004567.2",2398983,2399696,"-",1062962,"pyrF","YP_004890333.1",237,"-","orotidine-5\'-phosphate decarboxylase","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"49","lp_1242",2.46216997781892,"chr","NC_004567.2",1128464,1129195,"-",1063014,"-","YP_004889138.1",243,"-","extracellular protein, NlpC/P60 family,gamma-D-glutamate-meso-diaminopimelate muropeptidase","Cell envelope","Murein sacculus and peptidoglycan","@N-terminally anchored (No CS)"
"44","lp_0945",2.52419047994729,"chr","NC_004567.2",876125,876655,"-",1063972,"-","YP_004888894.1",176,"-","histidine phosphatase superfamily protein","Hypothetical proteins","Conserved: other","@Intracellular"
"118","lp_2697",2.64608876497374,"chr","NC_004567.2",2398343,2398981,"-",1062963,"pyrE","YP_004890332.1",212,"-","orotate phosphoribosyltransferase","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"198","lp_3677",2.79163888940423,"chr","NC_004567.2",3295024,3295365,"-",1061582,"-","YP_004891141.1",113,"-","cell surface protein precursor, CscD family,LPXTG-motif cell wall anchor","Cell envelope","Cell surface proteins: LPxTG anchor","@LPxTG Cell-wall anchored"
"200","lp_3679",2.80821747457648,"chr","NC_004567.2",3296593,3297330,"-",1061579,"-","YP_004891143.1",245,"-","cell surface protein precursor, CscB family","Cell envelope","Cell surface proteins: other","@Secretory(released) (with CS)"
"68","lp_1665",2.8784843097528,"chr","NC_004567.2",1518456,1519499,"+",1061600,"adh1","YP_004889483.1",347,"-","alcohol dehydrogenase","Energy metabolism","Fermentation","@Intracellular"
"114","lp_2684",3.91416728109038,"chr","NC_004567.2",2383590,2384762,"+",1062942,"araT2","YP_004890322.1",390,"-","aromatic amino acid specific aminotransferase","Energy metabolism","Amino acids and amines","@Intracellular"
"115","lp_2685",4.14608039285495,"chr","NC_004567.2",2384767,2385636,"+",1062959,"dapA2","YP_004890323.1",289,"-","dihydrodipicolinate synthase","Amino acid biosynthesis","Aspartate family","@Intracellular"
"144","lp_3008",4.63676718200586,"chr","NC_004567.2",2675826,2676272,"-",1063507,"pts23A","YP_004890579.1",148,"-","PTS system, cellobiose-specific EIIA component","Transport and binding proteins","PTS systems","@Intracellular"
"169","lp_3248",5.1303401073983,"chr","NC_004567.2",2894285,2894641,"-",1061490,"-","YP_004890779.1",118,"-","bacteriocin immunity protein","Cellular processes","Cell killing and immunity","@Intracellular"
"174","lp_3333",5.69162090232003,"chr","NC_004567.2",2965614,2966798,"+",1063950,"-","YP_004890840.1",394,"-","hypothetical protein lp_3333","Hypothetical proteins","Conserved: other","@Intracellular"
"24","lp_0423",6.67640561334904,"chr","NC_004567.2",376436,378586,"+",1061291,"plnG","YP_004888443.1",716,"-","bacteriocin ABC-transporter, ATP-binding and permease protein PlnG","Transport and binding proteins","Amino acids, peptides and amines","@Multi-transmembrane"
"86","lp_1817",7.845649078103,"chr","NC_004567.2",1643229,1644254,"+",1063332,"tarJ","YP_004889613.1",341,"-","ribitol-5-phosphate 2-dehydrogenase","Cell envelope","Teichoic acid biosynthesis","@Intracellular"
"85","lp_1816",10.2645089203932,"chr","NC_004567.2",1642526,1643227,"+",1063386,"tarI","YP_004889612.1",233,"-","D-ribitol-5-phosphate cytidylyltransferase","Cell envelope","Teichoic acid biosynthesis","@Intracellular"
