"","gene","sign_pVal.logFC","X.Replicon.Name","Replicon.Accession","Start","Stop","Strand","GeneID","Locus","Protein.product","Length","COG.s.","Protein.name","class","subclass","LocateP.Subcellular.Localization.Prediction"
"151","lp_1051",-1.1972275391548,"chr","NC_004567.2",959949,960485,"+",1063498,"rplF","YP_004888973.1",178,"-","50S ribosomal protein L6","Protein synthesis","Ribosomal proteins: synthesis","@Intracellular"
"152","lp_1052",-1.19254938898871,"chr","NC_004567.2",960529,960885,"+",1063497,"rplR","YP_004888974.1",118,"-","50S ribosomal protein L18","Protein synthesis","Ribosomal proteins: synthesis","@Intracellular"
"136","lp_1032",-1.18822701778714,"chr","NC_004567.2",952919,953227,"+",1062667,"rpsJ","YP_004888957.1",102,"-","30S ribosomal protein S10","Protein synthesis","Ribosomal proteins: synthesis","@Intracellular"
"197","lp_1592",-1.18238379844993,"chr","NC_004567.2",1450652,1450960,"+",1063556,"rplU","YP_004889420.1",102,"-","50S ribosomal protein L21","Protein synthesis","Ribosomal proteins: synthesis","@Intracellular"
"2","lp_0010",-1.17819592466287,"chr","NC_004567.2",10196,10798,"+",1061124,"ssb","YP_004888101.1",200,"-","single-strand DNA-binding protein","DNA metabolism","DNA replication recombination, and repair","@Intracellular"
"196","lp_1581",-1.17190729879154,"chr","NC_004567.2",1443547,1444893,"+",1061486,"glnA","YP_004889412.1",448,"-","glutamate--ammonia ligase","Amino acid biosynthesis","Aspartate family","@Intracellular"
"312","lp_2822",-1.16140050330173,"chr","NC_004567.2",2515975,2517042,"+",1063190,"-","YP_004890433.1",355,"-","ABC transporter permease","Transport and binding proteins","Unknown substrate","@Multi-transmembrane"
"64","lp_0326",-1.15315018145186,"chr","NC_004567.2",298172,299065,"+",1062163,"-","YP_004888363.1",297,"-","acetoin ABC transporter, ATP-binding protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Intracellular"
"149","lp_1047",-1.15056952568108,"chr","NC_004567.2",958742,959284,"+",1063508,"rplE","YP_004888970.1",180,"-","50S ribosomal protein L5","Protein synthesis","Ribosomal proteins: synthesis","@Intracellular"
"342","lp_3073",-1.14814143767008,"chr","NC_004567.2",2734633,2735241,"-",1063576,"-","YP_004890634.1",202,"-","cell surface protein, CscB family","Cell envelope","Cell surface proteins: other","@N-terminally anchored (with CS)"
"400","lp_3495",-1.14256665331598,"chr","NC_004567.2",3108495,3109424,"+",1062880,"-","YP_004890977.1",309,"-","LysR family transcriptional regulator","Regulatory functions","LysR-family regulators","@Intracellular"
"190","lp_1515",-1.14082159719912,"chr","NC_004567.2",1388022,1388543,"+",1061201,"infC","YP_004889355.1",173,"-","translation initiation factor IF-3","Protein synthesis","Translation factors","@Intracellular"
"158","lp_1060",-1.13787373252475,"chr","NC_004567.2",964654,965019,"+",1063467,"rpsM","YP_004888982.1",121,"-","30S ribosomal protein S13","Protein synthesis","Ribosomal proteins: synthesis","@Intracellular"
"298","lp_2721",-1.13697988210566,"chr","NC_004567.2",2421449,2422027,"-",1063020,"purN","YP_004890350.1",192,"-","phosphoribosylglycinamide formyltransferase","Purines, pyrimidines, nucleosides and nucleotides","Purine ribonucleotide biosynthesis","@Intracellular"
"216","lp_1809",-1.13631372625611,"chr","NC_004567.2",1635162,1636019,"-",1064056,"-","YP_004889606.1",285,"-","membrane protein","Hypothetical proteins","Conserved: membrane proteins","@Multi-transmembrane"
"13","lp_0102",-1.13608940441403,"chr","NC_004567.2",91097,92083,"-",1061372,"cbiM","YP_004888172.1",328,"-","cobalt ABC transporter, substrate-binding protein","Transport and binding proteins","Cations","@Multi-transmembrane"
"364","lp_3281",-1.13539659854082,"chr","NC_004567.2",2922216,2923262,"-",1061846,"-","YP_004890803.1",348,"-","membrane protein","Hypothetical proteins","Conserved: membrane proteins","@Multi-transmembrane"
"138","lp_1034",-1.13321786748708,"chr","NC_004567.2",953913,954536,"+",1062816,"rplD","YP_004888959.1",207,"-","50S ribosomal protein L4","Protein synthesis","Ribosomal proteins: synthesis","@Intracellular"
"345","lp_3077",-1.13242967115487,"chr","NC_004567.2",2739056,2739880,"-",1063582,"-","YP_004890637.1",274,"-","extracellular protein","Cell envelope","Cell surface proteins: other","@N-terminally anchored (No CS)"
"109","lp_0848",-1.13114522765167,"chr","NC_004567.2",785693,787000,"+",1062613,"-","YP_004888815.1",435,"-","purine transport protein","Transport and binding proteins","Unknown substrate","@Multi-transmembrane"
"365","lp_3284",-1.12947837232714,"chr","NC_004567.2",2924930,2925313,"-",1061844,"qacC","YP_004890805.1",127,"-","quaternary ammonium compound-resistance protein","Transport and binding proteins","Multidrug resistance","@Multi-transmembrane"
"107","lp_0836",-1.12925978544367,"chr","NC_004567.2",775287,775709,"+",1061941,"spx1","YP_004888805.1",140,"-","RNA polymerase (RNAP)-binding regulatory protein, arsenate reductase (ArsC) family, Spx subfamily","Regulatory functions","Protein interactions","@Intracellular"
"22","lp_0138",-1.12755613114894,"chr","NC_004567.2",121661,122116,"+",1061330,"-","YP_004888204.1",151,"-","nucleoside 2-deoxyribosyltransferase","Hypothetical proteins","Conserved: putative function","@Intracellular"
"53","lp_0254",-1.12735981143912,"chr","NC_004567.2",229064,229606,"-",1061204,"cysE","YP_004888297.1",180,"-","serine O-acetyltransferase","Amino acid biosynthesis","Serine family","@Intracellular"
"156","lp_1056",-1.12381715052119,"chr","NC_004567.2",962068,963363,"+",1063478,"secY","YP_004888978.1",431,"-","preprotein translocase subunit SecY","Protein fate","Protein and peptide secretion","@Multi-transmembrane"
"268","lp_2514",-1.11626221261415,"chr","NC_004567.2",2245027,2246214,"-",1062698,"-","YP_004890194.1",395,"-","carbohydrate transporter, major facilitator superfamily (MFS)","Transport and binding proteins","Unknown substrate","@Multi-transmembrane"
"256","lp_2320",-1.11062810680052,"chr","NC_004567.2",2095311,2095946,"-",1062319,"radC","YP_004890030.1",211,"-","DNA repair protein","DNA metabolism","DNA replication recombination, and repair","@Intracellular"
"3","lp_0011",-1.10974208288617,"chr","NC_004567.2",10837,11073,"+",1061125,"rpsR","YP_004888102.1",78,"-","30S ribosomal protein S18","Protein synthesis","Ribosomal proteins: synthesis","@Intracellular"
"181","lp_1413",-1.10912077361376,"chr","NC_004567.2",1292849,1294978,"+",1062475,"pbp2A","YP_004889267.1",709,"-","transpeptidase-transglycosylase (penicillin binding protein 2A)","Cell envelope","Murein sacculus and peptidoglycan","@N-terminally anchored (No CS)"
"5","lp_0050",-1.09872423421517,"chr","NC_004567.2",49758,50408,"+",1061233,"pnbA","YP_004888132.1",216,"-","nitrobenzoate reductase","Energy metabolism","Phenolic acids","@Intracellular"
"375","lp_3356",-1.09806314575,"chr","NC_004567.2",2983935,2984393,"+",1063908,"-","YP_004890860.1",152,"-","GNAT family acetyltransferase","Hypothetical proteins","Conserved: other","@Intracellular"
"327","lp_2964",-1.08539160862029,"chr","NC_004567.2",2637917,2638219,"-",1063418,"-","YP_004890542.1",100,"-","HxlR family transcriptional regulator","Regulatory functions","Other","@Intracellular"
"311","lp_2817",-1.08212247391231,"chr","NC_004567.2",2512608,2513423,"-",1063185,"-","YP_004890430.1",271,"-","transcription regulator of multidrug-efflux transporter, MerR family","Regulatory functions","MerR-family regulators","@Intracellular"
"198","lp_1593",-1.07221769977554,"chr","NC_004567.2",1450982,1451317,"+",1063559,"-","YP_004889421.1",111,"-","ribosomal protein","Protein synthesis","Ribosomal proteins: synthesis","@Intracellular"
"155","lp_1055",-1.07091270918653,"chr","NC_004567.2",961635,962066,"+",1063485,"rplO","YP_004888977.1",143,"-","50S ribosomal protein L15","Protein synthesis","Ribosomal proteins: synthesis","@Intracellular"
"54","lp_0255",-1.06804701773533,"chr","NC_004567.2",229611,230756,"-",1061203,"cblB","YP_004888298.1",381,"-","cystathionine beta-lyase / cystathionine gamma-lyase","Amino acid biosynthesis","Aspartate family","@Intracellular"
"242","lp_2121",-1.06414593169993,"chr","NC_004567.2",1914316,1915230,"-",1063886,"-","YP_004889869.1",304,"-","hypothetical protein lp_2121","Hypothetical proteins","Conserved: other","@Intracellular"
"269","lp_2516",-1.06129332838162,"chr","NC_004567.2",2247122,2247286,"-",1062688,"-","YP_004890196.1",54,"-","hypothetical protein lp_2516","Hypothetical proteins","Not conserved: other","@Intracellular"
"366","lp_3285",-1.05662292192579,"chr","NC_004567.2",2925328,2925636,"-",1062766,"qacH","YP_004890806.1",102,"-","quaternary ammonium compound-resistance protein","Transport and binding proteins","Multidrug resistance","@Multi-transmembrane"
"70","lp_0362",-1.05526264233273,"chr","NC_004567.2",328642,329214,"+",1062198,"accB3","YP_004888393.1",190,"-","acetyl-CoA carboxylase, biotin carboxyl carrier protein","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"90","lp_0531",-1.05257628449406,"chr","NC_004567.2",479989,481158,"+",1061852,"argD","YP_004888535.1",389,"-","acetylornithine aminotransferase","Amino acid biosynthesis","Glutamate family","@Intracellular"
"208","lp_1715",-1.05236415514843,"chr","NC_004567.2",1555079,1555996,"+",1061702,"-","YP_004889528.1",305,"-","1,4-dihydroxy-2-naphthoate octaprenyltransferase, UbiA prenyltransferase family","Biosynthesis of cofactors, prosthetic groups, and carriers","Menaquinone and ubiquinone","@Multi-transmembrane"
"319","lp_2861",-1.04895561567044,"chr","NC_004567.2",2551024,2551644,"-",1063240,"thgA3","YP_004890465.1",206,"-","galactoside O-acetyltransferase","Central intermediary metabolism","General","@Intracellular"
"24","lp_0145",-1.04746782079088,"chr","NC_004567.2",125380,126897,"+",1061324,"-","YP_004888207.1",505,"-","hypothetical protein lp_0145","Hypothetical proteins","Not conserved: other","@Intracellular"
"414","lp_3586",-1.03884501012613,"chr","NC_004567.2",3202766,3203866,"-",1062059,"lox","YP_004891061.1",366,"-","NAD-independent L-lactate dehydrogenase","Energy metabolism","Aerobic","@Intracellular"
"240","lp_2110",-1.03850900004802,"chr","NC_004567.2",1905484,1906224,"-",1063896,"glnQ3","YP_004889860.1",246,"-","glutamine ABC transporter ATP-binding protein","Transport and binding proteins","Amino acids, peptides and amines","@Intracellular"
"279","lp_2614",-1.03820316261491,"chr","NC_004567.2",2332168,2332878,"-",1062862,"-","YP_004890271.1",236,"-","ABC transporter ATP-binding protein","Transport and binding proteins","Unknown substrate","@Intracellular"
"373","lp_3350",-1.03375289870349,"chr","NC_004567.2",2980416,2980781,"-",1063924,"-","YP_004890855.1",121,"-","hypothetical protein lp_3350","Hypothetical proteins","Not conserved: other","@Intracellular"
"255","lp_2317",-1.02733425951347,"chr","NC_004567.2",2092633,2093151,"-",1062326,"mreD","YP_004890027.1",172,"-","cell shape determining protein MreD","Cellular processes","Cell division","@Multi-transmembrane"
"274","lp_2578",-1.02454425010245,"chr","NC_004567.2",2295265,2297382,"-",1062801,"-","YP_004890243.1",705,"-","cell surface adherence protein,collagen-binding domain, LPXTG-motif cell wall anchor","Cell envelope","Cell surface proteins: LPxTG anchor","@LPxTG Cell-wall anchored"
"55","lp_0259",-1.02242140928197,"chr","NC_004567.2",233445,234233,"+",1061197,"pnuC1","YP_004888301.1",262,"-","nicotinamide mononucleotide transporter","Transport and binding proteins","Other","@Multi-transmembrane"
"259","lp_2369",-1.01898671553975,"chr","NC_004567.2",2139757,2139969,"-",1062422,"atpE","YP_004890071.1",70,"-","H(+)-transporting two-sector ATPase, C subunit","Energy metabolism","ATP-proton motive force interconversion","@Secreted via minor pathways (bacteriocin) (no CS)"
"182","lp_1416",-1.0161755874765,"chr","NC_004567.2",1295483,1296703,"+",1062473,"-","YP_004889269.1",406,"-","phosphoesterase","Hypothetical proteins","Conserved: putative function","@Intracellular"
"88","lp_0529",-1.01306741888035,"chr","NC_004567.2",478022,479230,"+",1061854,"argJ","YP_004888533.1",402,"-","bifunctional protein: ornithine acetyltransferase; N-acetylglutamate synthase","Amino acid biosynthesis","Glutamate family","@Intracellular"
"15","lp_0107",-1.01286453275901,"chr","NC_004567.2",95893,96324,"+",1061364,"larC2","YP_004888177.1",143,"-","lactate racemization operon protein LarC,C-terminal domain","Cell envelope","Murein sacculus and peptidoglycan",""
"241","lp_2111",-1.00882040204411,"chr","NC_004567.2",1906217,1907692,"-",1064214,"glnPH2","YP_004889861.1",491,"-","glutamine ABC transporter, substrate binding and permease protein","Transport and binding proteins","Amino acids, peptides and amines","@Multi-transmembrane"
"203","lp_1695",-1.00845446734359,"chr","NC_004567.2",1542945,1543145,"-",1061709,"-","YP_004889511.1",66,"-","membrane protein","Hypothetical proteins","Conserved: membrane proteins","@Multi-transmembrane"
"131","lp_0997",-1.00667342376416,"chr","NC_004567.2",921009,921209,"+",1063635,"cspC","YP_004888935.1",66,"-","cold shock protein CspC","Cellular processes","Adaptations and atypical conditions (Heat/cold shock)","@Intracellular"
"68","lp_0344",-1.00186386325231,"chr","NC_004567.2",314266,315357,"+",1062178,"tagH","YP_004888378.1",363,"-","teichoic acid ABC transporter, ATP-binding protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Intracellular /TMH start  AFTER 60"
"172","lp_1251",1.00316719857331,"chr","NC_004567.2",1136019,1136915,"-",1062968,"-","YP_004889146.1",298,"-","6-phosphogluconate dehydrogenase","Energy metabolism","Pentose phosphate pathway","@Intracellular"
"355","lp_3224",1.01339618770667,"chr","NC_004567.2",2872907,2873662,"-",1062014,"-","YP_004890759.1",251,"-","ABC transporter permease","Transport and binding proteins","Unknown substrate","@Multi-transmembrane"
"401","lp_3504",1.02428009919918,"chr","NC_004567.2",3118807,3119178,"-",1062834,"-","YP_004890986.1",123,"-","membrane protein","Hypothetical proteins","Not conserved: membrane proteins","@Multi-transmembrane"
"228","lp_2093",1.03023189953134,"chr","NC_004567.2",1886120,1886404,"+",1061787,"-","YP_004889843.1",94,"-","hypothetical protein lp_2093","Hypothetical proteins","Conserved: other","@Intracellular"
"278","lp_2612",1.03149677411385,"chr","NC_004567.2",2330790,2331344,"+",1062858,"-","YP_004890269.1",184,"-","isochorismatase family protein","Hypothetical proteins","Conserved: putative function","@Intracellular"
"32","lp_0172",1.03155246761122,"chr","NC_004567.2",147271,148290,"+",1061295,"-","YP_004888229.1",339,"-","LacI family transcriptional regulator,maltose-related","Regulatory functions","LacI-family regulators","@Intracellular"
"206","lp_1705",1.03256778387581,"chr","NC_004567.2",1550011,1550130,"+",1064129,"-","YP_004889521.1",39,"-","hypothetical protein lp_1705","Hypothetical proteins","Not conserved: other","@N-terminally anchored (No CS)"
"47","lp_0231",1.0335691073515,"chr","NC_004567.2",210788,212863,"+",1061396,"mtlR","YP_004888278.1",691,"-","BglG family transcriptional regulator","Regulatory functions","Other","@Intracellular"
"244","lp_2149",1.03694556848628,"chr","NC_004567.2",1941588,1941881,"-",1063714,"-","YP_004889891.1",97,"-","hypothetical protein lp_2149","Hypothetical proteins","Conserved: other","@Intracellular"
"171","lp_1249",1.04502247050936,"chr","NC_004567.2",1133122,1134477,"-",1062978,"gntP","YP_004889144.1",451,"-","gluconate transport protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"386","lp_3470",1.04706475800872,"chr","NC_004567.2",3076796,3077806,"+",1063444,"lacR","YP_004890953.1",336,"-","transcription regulator. LacI family, lactose related","Regulatory functions","LacI-family regulators","@Intracellular"
"162","lp_1126",1.05230770395684,"chr","NC_004567.2",1025322,1026317,"+",1063276,"cydB","YP_004889036.1",331,"-","cytochrome D ubiquinol oxidase subunit II","Energy metabolism","Electron transport","@Multi-transmembrane"
"421","lp_3673",1.06210250711742,"chr","NC_004567.2",3291125,3292441,"-",1061581,"pepC2","YP_004891138.1",438,"-","aminopeptidase C","Protein fate","Degradation of proteins, peptides, and glycopeptides","@Intracellular"
"286","lp_2668",1.0621483126394,"chr","NC_004567.2",2371599,2372018,"-",1062931,"hsp2","YP_004890311.1",139,"-","small heat shock protein","Cellular processes","Adaptations and atypical conditions (Heat/cold shock)","@Intracellular"
"328","lp_2968",1.06619284293479,"chr","NC_004567.2",2641876,2642529,"-",1063427,"-","YP_004890546.1",217,"-","nitroreductase","Energy metabolism","Anaerobic","@Intracellular"
"316","lp_2851",1.07282057091009,"chr","NC_004567.2",2542889,2543632,"-",1063222,"-","YP_004890456.1",247,"-","short-chain dehydrogenase","Energy metabolism","Aerobic","@N-terminally anchored (No CS)"
"300","lp_2733",1.07900153179989,"chr","NC_004567.2",2431840,2432448,"-",1063043,"-","YP_004890360.1",202,"-","NADPH-dependent FMN reductase family protein","Hypothetical proteins","Conserved: putative function","@Intracellular"
"4","lp_0018",1.08350187618351,"chr","NC_004567.2",19153,20769,"+",1061288,"-","YP_004888109.1",538,"-","oligopeptide ABC transporter,oligopeptide-binding protein","Transport and binding proteins","Amino acids, peptides and amines","@Lipid anchored"
"209","lp_1747",1.08808256062207,"chr","NC_004567.2",1584926,1585426,"+",1061673,"-","YP_004889554.1",166,"-","nucleotide-binding protein, universal stress protein UspA family","cellular processes","adaptation and atypical conditions: other","@Intracellular"
"285","lp_2661",1.09065142605838,"chr","NC_004567.2",2366393,2367118,"-",1062917,"-","YP_004890304.1",241,"-","GntR family transcriptional regulator","Regulatory functions","GntR-family regulators","@Intracellular"
"257","lp_2340",1.09249157625085,"chr","NC_004567.2",2115697,2116179,"+",1062352,"-","YP_004890047.1",160,"-","nucleotide-binding protein, universal stress protein UspA family","cellular processes","adaptation and atypical conditions: other","@Intracellular"
"23","lp_0139",1.09948273287794,"chr","NC_004567.2",122436,124130,"+",1061329,"lai","YP_004888205.1",564,"-","linoleic acid isomerase","Cell envelope","Cell surface proteins: membrane bound","@N-terminally anchored (No CS)"
"326","lp_2956",1.09992364432246,"chr","NC_004567.2",2630494,2631903,"-",1063412,"tanL","YP_004890536.1",469,"-","tannase (tannin acylhydrolase)","Hypothetical proteins","Conserved: putative function","@Intracellular"
"321","lp_2913",1.1169786861212,"chr","NC_004567.2",2588733,2589527,"-",1063314,"-","YP_004890504.1",264,"-","hydrolase, HAD superfamily, Cof family","Hypothetical proteins","Conserved: putative function","@Intracellular"
"163","lp_1136",1.12020254072785,"chr","NC_004567.2",1033562,1034536,"-",1063255,"-","YP_004889043.1",324,"-","oxidoreductase, NAD(P)-dependent","Hypothetical proteins","Conserved: putative function","@Intracellular"
"205","lp_1700",1.1229067281502,"chr","NC_004567.2",1546941,1547426,"-",1062224,"-","YP_004889516.1",161,"-","membrane protein","Regulatory functions","Other","@Multi-transmembrane"
"322","lp_2932",1.12496640441105,"chr","NC_004567.2",2611630,2613852,"-",1063370,"nrdD","YP_004890521.1",740,"-","anaerobic ribonucleoside-triphosphate reductase","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"121","lp_0927",1.12871250207878,"chr","NC_004567.2",859861,860406,"+",1061923,"-","YP_004888879.1",181,"-","membrane protein","Hypothetical proteins","Conserved: membrane proteins","@Multi-transmembrane"
"34","lp_0174",1.13692748499072,"chr","NC_004567.2",149293,150966,"+",1061464,"malA1","YP_004888231.1",557,"-","maltase/sucrase","Central intermediary metabolism","Biosynthesis and degradation of polysaccharides","@Intracellular"
"169","lp_1242",1.1394188792274,"chr","NC_004567.2",1128464,1129195,"-",1063014,"-","YP_004889138.1",243,"-","extracellular protein, NlpC/P60 family,gamma-D-glutamate-meso-diaminopimelate muropeptidase","Cell envelope","Murein sacculus and peptidoglycan","@N-terminally anchored (No CS)"
"115","lp_0885",1.14013737059725,"chr","NC_004567.2",815558,816400,"+",1061195,"bglG1","YP_004888842.1",280,"-","transcription antiterminator, BlgB family","Regulatory functions","BglB-family regulators","@Intracellular"
"48","lp_0232",1.1411468724696,"chr","NC_004567.2",212878,213327,"+",1061394,"pts2A","YP_004888279.1",149,"-","PTS system, mannitol-specific EIIA component","Transport and binding proteins","PTS systems","@Intracellular"
"170","lp_1245",1.142078227814,"chr","NC_004567.2",1130223,1131149,"-",1062989,"hicD2","YP_004889141.1",308,"-","L-2-hydroxyisocaproate dehydrogenase","Energy metabolism","Amino acids and amines","@Intracellular"
"402","lp_3505",1.14553830455337,"chr","NC_004567.2",3119171,3119962,"-",1062690,"estA","YP_004890987.1",263,"-","acetyl esterase (promiscuous)","Hypothetical proteins","Conserved: putative function","@Intracellular"
"112","lp_0858",1.14984807014548,"chr","NC_004567.2",800042,800461,"+",1061812,"-","YP_004888823.1",139,"-","redox protein, regulator of disulfide bond formation","Cellular processes","Chaperones","@Intracellular"
"207","lp_1706",1.15133950501993,"chr","NC_004567.2",1550146,1550412,"+",1061707,"-","YP_004889522.1",88,"-","membrane protein","Hypothetical proteins","Conserved: membrane proteins","@Multi-transmembrane"
"183","lp_1420",1.16928510920608,"chr","NC_004567.2",1301807,1302778,"-",1062461,"-","YP_004889273.1",323,"-","carboxyterminal processing proteinase, S41 family, membrane-anchored","Cell envelope","Cell surface proteins: membrane bound","@N-terminally anchored (No CS)"
"185","lp_1437",1.1812599662048,"chr","NC_004567.2",1316444,1317658,"+",1062427,"ribA","YP_004889284.1",404,"-","3,4-dihydroxy-2-butanone 4-phosphate synthase /GTP cyclohydrolase II","Biosynthesis of cofactors, prosthetic groups, and carriers","Riboflavin, FMN, and FAD","@Intracellular"
"284","lp_2660",1.18429269751345,"chr","NC_004567.2",2365530,2366378,"-",1062899,"xynC","YP_004890303.1",282,"-","acetyl xylosidase (promiscuous)","Energy metabolism","Sugars","@Intracellular"
"314","lp_2829",1.18458794253005,"chr","NC_004567.2",2522627,2523553,"+",1063198,"mleP3","YP_004890440.1",308,"-","malate transport protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"189","lp_1449",1.18634629136661,"chr","NC_004567.2",1327499,1328179,"-",1062395,"-","YP_004889294.1",226,"-","cell surface protein, CscB family","Cell envelope","Cell surface proteins: other","@Secretory(released) (with CS)"
"220","lp_1836",1.19165834406553,"chr","NC_004567.2",1657623,1658057,"-",1063073,"mrsB","YP_004889625.1",144,"-","protein-methionine-S-oxide reductase","Protein fate","Protein modification and repair","@Intracellular"
"262","lp_2390",1.19713122773218,"chr","NC_004567.2",2154543,2155571,"-",1062434,"bcaT","YP_004890085.1",342,"-","branched-chain amino acid aminotransferase","Energy metabolism","Amino acids and amines","@Intracellular"
"403","lp_3507",1.20396749653591,"chr","NC_004567.2",3120944,3122281,"+",1062841,"pts29C","YP_004890989.1",445,"-","PTS system, cellobiose-specific EIIC component","Transport and binding proteins","PTS systems","@Multi-transmembrane"
"60","lp_0291",1.20820290033532,"chr","NC_004567.2",263170,264564,"+",1061153,"glcD","YP_004888330.1",464,"-","glycolate dehydrogenase, subunit GlcD,FAD-binding","Hypothetical proteins","Conserved: putative function","@Intracellular"
"405","lp_3509",1.2088685387641,"chr","NC_004567.2",3123400,3124308,"+",1062537,"-","YP_004890991.1",302,"-","N-acetylglucosamine kinase","Energy metabolism","Sugars","@Intracellular"
"80","lp_0472",1.21068850867039,"chr","NC_004567.2",422195,423217,"+",1064142,"-","YP_004888485.1",340,"-","membrane protein","Hypothetical proteins","Conserved: membrane proteins","@Multi-transmembrane"
"204","lp_1697",1.21095742170617,"chr","NC_004567.2",1544898,1545503,"+",1062217,"-","YP_004889513.1",201,"-","adherence protein, chitin-binding domain","Cell envelope","Cell surface proteins: other","@Secretory(released) (with CS)"
"118","lp_0889",1.2277798591491,"chr","NC_004567.2",820381,820821,"-",1061199,"-","YP_004888846.1",146,"-","MarR family transcriptional regulator","Regulatory functions","MarR-family regulators","@Intracellular"
"245","lp_2150",1.22897831535804,"chr","NC_004567.2",1941868,1942800,"-",1063709,"-","YP_004889892.1",310,"-","malate/L-lactate/L-2-hydroxyisocapronate dehydrogenase","Energy metabolism","Fermentation",""
"71","lp_0363",1.23529555596238,"chr","NC_004567.2",329380,330300,"-",1064065,"-","YP_004888394.1",306,"-","purine nucleosidase","Purines, pyrimidines, nucleosides and nucleotides","Nucleotide and nucleoside interconversions","@Intracellular"
"275","lp_2591",1.2356144272289,"chr","NC_004567.2",2309468,2310424,"+",1062806,"-","YP_004890253.1",318,"-","purine nucleosidase","Purines, pyrimidines, nucleosides and nucleotides","Salvage of nucleosides and nucleotides","@Intracellular"
"120","lp_0926",1.24025957530054,"chr","NC_004567.2",859595,859849,"+",1061953,"-","YP_004888878.1",84,"-","membrane protein","Hypothetical proteins","Conserved: membrane proteins","@Multi-transmembrane"
"67","lp_0334",1.2409203935367,"chr","NC_004567.2",306430,307842,"+",1062170,"pepD2","YP_004888370.1",470,"-","dipeptidase","Protein fate","Degradation of proteins, peptides, and glycopeptides","@Intracellular"
"177","lp_1374",1.24271747763182,"chr","NC_004567.2",1255870,1257726,"-",1062572,"-","YP_004889237.1",618,"-","bifunctional protein: homocysteine methyltransferase (cobalamin-dependent); methylenetetrahydrofolate reductase","Amino acid biosynthesis","Aspartate family","@Intracellular"
"103","lp_0806",1.24391507888773,"chr","NC_004567.2",747475,748167,"+",1063885,"ung","YP_004888779.1",230,"-","uracil-DNA glycosylase","DNA metabolism","DNA replication recombination, and repair","@Intracellular"
"178","lp_1375",1.25767980657158,"chr","NC_004567.2",1257740,1260046,"-",1062571,"metE","YP_004889238.1",768,"-","homocysteine S-methyltransferase (cobalamin-independent)","Amino acid biosynthesis","Aspartate family","@Intracellular"
"337","lp_3047",1.25770015902139,"chr","NC_004567.2",2708739,2709164,"-",1063057,"-","YP_004890613.1",141,"-","hypothetical protein lp_3047","Hypothetical proteins","Not conserved: other","@Intracellular"
"175","lp_1274",1.26033357332762,"chr","NC_004567.2",1157412,1159142,"+",1062915,"ptsI","YP_004889163.1",576,"-","phosphoenolpyruvate-protein phosphotransferase","Transport and binding proteins","PTS systems","@Intracellular"
"75","lp_0369",1.26441382632049,"chr","NC_004567.2",337088,338419,"+",1064211,"gshR1","YP_004888400.1",443,"-","glutathione reductase","Biosynthesis of cofactors, prosthetic groups, and carriers","Glutathione, thioredoxin, and glutaredoxin","@Intracellular"
"406","lp_3510",1.28360926991606,"chr","NC_004567.2",3124305,3125393,"+",1062649,"-","YP_004890992.1",362,"-","PTS-associated protein","Hypothetical proteins","Conserved: putative function","@Intracellular"
"21","lp_0118",1.29224472413256,"chr","NC_004567.2",103981,105573,"+",1061353,"-","YP_004888186.1",530,"-","DNA-binding protein with HIRAN domain","Hypothetical proteins","Not conserved: other","@Intracellular"
"253","lp_2220",1.30843644994337,"chr","NC_004567.2",2002851,2003489,"+",1062566,"cutC","YP_004889947.1",212,"-","copper homeostasis protein","Cellular processes","Adaptations and atypical conditions (Other)","@Intracellular"
"404","lp_3508",1.31240239852774,"chr","NC_004567.2",3122438,3123388,"+",1062586,"-","YP_004890990.1",316,"-","N-acetylmuramic acid 6-phosphate etherase","Regulatory functions","Other","@Intracellular"
"74","lp_0368",1.31405849313444,"chr","NC_004567.2",336039,337010,"+",1061122,"choQ","YP_004888399.1",323,"-","glycine betaine/carnitine/choline ABC transporter, ATP-binding protein","Transport and binding proteins","Amino acids, peptides and amines","@Intracellular"
"173","lp_1253",1.32105271688555,"chr","NC_004567.2",1137086,1138408,"-",1062967,"gshR2","YP_004889147.1",440,"-","glutathione reductase","Biosynthesis of cofactors, prosthetic groups, and carriers","Glutathione, thioredoxin, and glutaredoxin","@Intracellular"
"73","lp_0367",1.32175197111705,"chr","NC_004567.2",334512,336038,"+",1062133,"choS","YP_004888398.1",508,"-","glycine betaine/carnitine/choline ABC transporter, substrate binding and permease protein","Transport and binding proteins","Amino acids, peptides and amines","@Multi-transmembrane"
"35","lp_0175",1.32581167942973,"chr","NC_004567.2",151222,152475,"+",1061463,"mdxE","YP_004888232.1",417,"-","maltodextrin ABC transporter, substrate binding protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Lipid anchored"
