"","gene","sign_pVal.logFC","X.Replicon.Name","Replicon.Accession","Start","Stop","Strand","GeneID","Locus","Protein.product","Length","COG.s.","Protein.name","class","subclass","LocateP.Subcellular.Localization.Prediction"
"157","lp_3084",1.29911439857869,"chr","NC_004567.2",2744152,2744781,"+",1063606,"-","YP_004890643.1",209,"-","cell surface protein, ErfK family","Cell envelope","Cell surface proteins: membrane bound","@Secretory(released) (with CS)"
"21","lp_0302",1.30562122323985,"chr","NC_004567.2",278235,279038,"-",1061136,"-","YP_004888341.1",267,"-","extracellular transglycosylase","Cell envelope","Cell surface proteins: peptidoglycan-bound","@Secretory(released) (with CS)"
"178","lp_3430",1.30930337155992,"chr","NC_004567.2",3042353,3043306,"+",1063674,"-","YP_004890924.1",317,"-","peroxidase","Hypothetical proteins","Conserved: putative function","@Intracellular"
"31","lp_0456",1.3413003886767,"chr","NC_004567.2",410280,411056,"+",1061382,"-","YP_004888473.1",258,"-","TatD family Dnase","DNA metabolism","Degradation of DNA","@Intracellular"
"170","lp_3256",1.35649110520157,"chr","NC_004567.2",2898719,2899558,"-",1062622,"-","YP_004890785.1",279,"-","DegV family protein","Hypothetical proteins","Conserved: putative function","@Intracellular"
"190","lp_3666",1.36575774188466,"chr","NC_004567.2",3287513,3288313,"-",1061580,"-","YP_004891134.1",266,"-","aromatic compound hydratase/decarboxylase","Energy metabolism","Phenolic acids","@Intracellular"
"183","lp_3546",1.38178999624886,"chr","NC_004567.2",3165720,3166991,"-",1061926,"pts35C","YP_004891024.1",423,"-","PTS system, galactitol-specific EIIC component","Transport and binding proteins","PTS systems","@Multi-transmembrane"
"191","lp_3668",1.38765664003997,"chr","NC_004567.2",3289085,3289567,"-",1061578,"-","YP_004891135.1",160,"-","GNAT family acetyltransferase","Hypothetical proteins","Not conserved: other","@Intracellular"
"18","lp_0260",1.39732263216348,"chr","NC_004567.2",234432,234710,"+",1061194,"-","YP_004888302.1",92,"-","hypothetical protein lp_0260","Hypothetical proteins","Conserved: other","@Intracellular"
"104","lp_1945",1.3975412131647,"chr","NC_004567.2",1763406,1764293,"-",1061665,"-","YP_004889718.1",295,"-","multidrug ABC transporter ATP-binding protein","Transport and binding proteins","Unknown substrate","@Intracellular"
"27","lp_0349",1.40527346031216,"chr","NC_004567.2",318549,319865,"-",1062189,"amtB","YP_004888382.1",438,"-","ammonium transport protein","Transport and binding proteins","Cations","@Multi-transmembrane"
"147","lp_3010",1.41067647464686,"chr","NC_004567.2",2677076,2678548,"-",1063503,"pts23C","YP_004890581.1",490,"-","PTS system, cellobiose-specific EIIC component","Transport and binding proteins","PTS systems","@Multi-transmembrane"
"152","lp_3022",1.41999232715058,"chr","NC_004567.2",2688754,2689179,"-",1062812,"-","YP_004890593.1",141,"-","hypothetical protein lp_3022","Hypothetical proteins","Conserved: other","@Intracellular"
"144","lp_2976",1.42101587672853,"chr","NC_004567.2",2650009,2650386,"-",1063437,"-","YP_004890552.1",125,"-","cell surface protein precursor, CscD family,LPXTG-motif cell wall anchor","Cell envelope","Cell surface proteins: LPxTG anchor","@LPxTG Cell-wall anchored"
"32","lp_0457",1.45267283144558,"chr","NC_004567.2",411043,411606,"+",1064148,"-","YP_004888474.1",187,"-","topoisomerase/primase family protein","DNA metabolism","DNA replication, recombination and repair","@Intracellular"
"110","lp_2071",1.47959296894969,"chr","NC_004567.2",1868303,1869244,"+",1061772,"-","YP_004889827.1",313,"-","family 2 glycosyltransferase","Cell envelope","Surface polysaccharides, lipopolysaccharides and antigens","@Multi-transmembrane"
"177","lp_3402",1.49473353524112,"chr","NC_004567.2",3016698,3017630,"-",1063774,"-","YP_004890897.1",310,"-","transporter","Transport and binding proteins","Unknown substrate","@Multi-transmembrane"
"181","lp_3463",1.57053792673871,"chr","NC_004567.2",3067905,3068555,"+",1063489,"glpF6","YP_004890948.1",216,"-","glycerol uptake facilitator protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"56","lp_1242",1.59955345680344,"chr","NC_004567.2",1128464,1129195,"-",1063014,"-","YP_004889138.1",243,"-","extracellular protein, NlpC/P60 family,gamma-D-glutamate-meso-diaminopimelate muropeptidase","Cell envelope","Murein sacculus and peptidoglycan","@N-terminally anchored (No CS)"
"86","lp_1695",1.63014313284277,"chr","NC_004567.2",1542945,1543145,"-",1061709,"-","YP_004889511.1",66,"-","membrane protein","Hypothetical proteins","Conserved: membrane proteins","@Multi-transmembrane"
"35","lp_0597",1.67465300802012,"chr","NC_004567.2",570711,571388,"+",1061573,"pgm2","YP_004888595.1",225,"-","phosphoglycerate mutase family protein","Energy metabolism","Glycolysis","@Intracellular"
"132","lp_2703",1.68824466361062,"chr","NC_004567.2",2406209,2407144,"-",1062971,"pyrB","YP_004890338.1",311,"-","aspartate carbamoyltransferase","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"153","lp_3023",1.72394338704271,"chr","NC_004567.2",2689179,2690699,"-",1062732,"umuC","YP_004890594.1",506,"-","DNA polymerase V, subunit UmuC","DNA metabolism","DNA replication recombination, and repair","@Intracellular"
"109","lp_2066",1.72793858515432,"chr","NC_004567.2",1865024,1865653,"+",1061879,"-","YP_004889823.1",209,"-","hypothetical protein lp_2066","Hypothetical proteins","Conserved: other","@Multi-transmembrane"
"53","lp_1090",1.79498257123403,"chr","NC_004567.2",992601,993533,"-",1063367,"ttdA","YP_004889009.1",310,"-","L(+)-tartrate dehydratase, subunit A","Energy metabolism","Organic acids","@Intracellular"
"175","lp_3393",1.80243738626491,"chr","NC_004567.2",3008907,3009845,"-",1063802,"-","YP_004890892.1",312,"-","cell surface hydrolase, membrane-bound","Cell envelope","Cell surface proteins: membrane bound","@N-terminally anchored (No CS)"
"117","lp_2425",1.83205072111157,"chr","NC_004567.2",2185855,2186034,"-",1062494,"-","YP_004890118.1",59,"-","prophage P2a protein 32","Other categories","Phage and prophage related functions","@Intracellular"
"173","lp_3338",1.83798812913862,"chr","NC_004567.2",2970785,2972209,"-",1063940,"nha2","YP_004890845.1",474,"-","Na(+)/H(+) antiporter","Transport and binding proteins","Cations","@Multi-transmembrane"
"59","lp_1375",1.84274568185445,"chr","NC_004567.2",1257740,1260046,"-",1062571,"metE","YP_004889238.1",768,"-","homocysteine S-methyltransferase (cobalamin-independent)","Amino acid biosynthesis","Aspartate family","@Intracellular"
"103","lp_1944",1.90566622443463,"chr","NC_004567.2",1762639,1763409,"-",1064103,"-","YP_004889717.1",256,"-","multidrug ABC transporter, permease protein","Transport and binding proteins","Unknown substrate","@Multi-transmembrane"
"84","lp_1686",1.94317621465405,"chr","NC_004567.2",1534762,1535262,"+",1062099,"-","YP_004889502.1",166,"-","acyl-CoA hydrolase","Central intermediary metabolism","General","@Intracellular"
"169","lp_3248",2.0110847109363,"chr","NC_004567.2",2894285,2894641,"-",1061490,"-","YP_004890779.1",118,"-","bacteriocin immunity protein","Cellular processes","Cell killing and immunity","@Intracellular"
"83","lp_1685",2.03060720467182,"chr","NC_004567.2",1533668,1534555,"+",1061740,"-","YP_004889501.1",295,"-","LysR family transcriptional regulator","Regulatory functions","LysR-family regulators","@Intracellular"
"102","lp_1943",2.03705465476049,"chr","NC_004567.2",1761552,1762655,"-",1064102,"hpk6","YP_004889716.1",367,"-","two-component system histidine protein kinase; sensor protein","Regulatory functions","Two-component regulators","@Multi-transmembrane"
"154","lp_3074",2.0795634693128,"chr","NC_004567.2",2735238,2735609,"-",1063608,"-","YP_004890635.1",123,"-","cell surface protein precursor, CscD family,LPXTG-motif cell wall anchor","Cell envelope","Cell surface proteins: LPxTG anchor","@LPxTG Cell-wall anchored"
"146","lp_3004",2.20369633720746,"chr","NC_004567.2",2674357,2674671,"+",1063493,"-","YP_004890577.1",104,"-","hypothetical protein lp_3004","Hypothetical proteins","Not conserved: other","@Intracellular"
"3","lp_0085",2.24097803617578,"chr","NC_004567.2",79946,81280,"-",1061114,"-","YP_004888162.1",444,"-","multidrug extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps","Transport and binding proteins","Unknown substrate","@Multi-transmembrane"
"192","lp_3676",2.34289467190408,"chr","NC_004567.2",3293466,3295004,"-",1061567,"-","YP_004891140.1",512,"-","cell surface protein precursor, CscC family","Cell envelope","Cell surface proteins: other","@Secretory(released) (with CS)"
"194","lp_3678",2.43763251992951,"chr","NC_004567.2",3295385,3296446,"-",1061562,"-","YP_004891142.1",353,"-","cell surface protein precursor","Cell envelope","Cell surface proteins: other","@C-terminally anchored (with CS)"
"195","lp_3679",2.44775742679712,"chr","NC_004567.2",3296593,3297330,"-",1061579,"-","YP_004891143.1",245,"-","cell surface protein precursor, CscB family","Cell envelope","Cell surface proteins: other","@Secretory(released) (with CS)"
"93","lp_1818",2.44973011069981,"chr","NC_004567.2",1644242,1645363,"+",1063319,"tarK","YP_004889614.1",373,"-","ribitolphosphotransferase","Cell envelope","Teichoic acid biosynthesis","@Intracellular"
"176","lp_3394",2.45087029381261,"chr","NC_004567.2",3009970,3010440,"-",1063803,"-","YP_004890893.1",156,"-","hypothetical protein lp_3394","Hypothetical proteins","Conserved: other","@Intracellular"
"30","lp_0423",2.50950895485186,"chr","NC_004567.2",376436,378586,"+",1061291,"plnG","YP_004888443.1",716,"-","bacteriocin ABC-transporter, ATP-binding and permease protein PlnG","Transport and binding proteins","Amino acids, peptides and amines","@Multi-transmembrane"
"161","lp_3150",2.57577052360384,"chr","NC_004567.2",2815899,2816987,"+",1063961,"-","YP_004890699.1",362,"-","malate dehydrogenase","Energy metabolism","TCA cycle","@Intracellular"
"184","lp_3547",2.62709595058654,"chr","NC_004567.2",3167026,3167322,"-",1061947,"pts35B","YP_004891025.1",98,"-","PTS system, galactitol-specific EIIB component","Transport and binding proteins","PTS systems","@N-terminally anchored (No CS)"
"193","lp_3677",2.74000663751404,"chr","NC_004567.2",3295024,3295365,"-",1061582,"-","YP_004891141.1",113,"-","cell surface protein precursor, CscD family,LPXTG-motif cell wall anchor","Cell envelope","Cell surface proteins: LPxTG anchor","@LPxTG Cell-wall anchored"
"166","lp_3220",2.83900424056667,"chr","NC_004567.2",2868761,2870428,"-",1061921,"-","YP_004890756.1",555,"-","sucrose/trehalose-6-phosphate hydrolase,glycosyl hydrolase family 13","Central intermediary metabolism","Biosynthesis and degradation of polysaccharides","@Intracellular"
"106","lp_1955",2.92784301666794,"chr","NC_004567.2",1769226,1769978,"+",1061671,"-","YP_004889725.1",250,"-","ABC transporter permease","Transport and binding proteins","Unknown substrate","@Multi-transmembrane"
"94","lp_1819",3.02786481215201,"chr","NC_004567.2",1645364,1647262,"+",1062225,"tarL","YP_004889615.1",632,"-","ribitolphosphotransferase","Cell envelope","Teichoic acid biosynthesis","@Intracellular"
"179","lp_3436",3.15919538885366,"chr","NC_004567.2",3049060,3049812,"-",1063598,"glpF5","YP_004890929.1",250,"-","glycerol uptake facilitator protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"120","lp_2488",3.19688116194091,"chr","NC_004567.2",2224954,2225085,"-",1062666,"-","YP_004890172.1",43,"-","hypothetical protein lp_2488","Hypothetical proteins","Not conserved: other","@Intracellular"
"68","lp_1665",3.2485236924459,"chr","NC_004567.2",1518456,1519499,"+",1061600,"adh1","YP_004889483.1",347,"-","alcohol dehydrogenase","Energy metabolism","Fermentation","@Intracellular"
"121","lp_2488a",3.2997168769622,"chr","NC_004567.2",2225115,2225246,"-",11933303,"-","YP_004890173.1",43,"-","hypothetical protein lp_2488a","Hypothetical proteins","Not conserved: other",""
"48","lp_0945",3.5769734221435,"chr","NC_004567.2",876125,876655,"-",1063972,"-","YP_004888894.1",176,"-","histidine phosphatase superfamily protein","Hypothetical proteins","Conserved: other","@Intracellular"
"70","lp_1670",3.72721549087069,"chr","NC_004567.2",1522732,1523175,"+",1061766,"fabZ1","YP_004889487.1",147,"-","(3R)-hydroxyacyl","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"71","lp_1671",4.04053540407782,"chr","NC_004567.2",1523250,1524236,"+",1064006,"fabH2","YP_004889488.1",328,"-","3-oxoacyl-ACP synthase","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"73","lp_1673",4.34566753862396,"chr","NC_004567.2",1524545,1525477,"+",1062127,"fabD","YP_004889490.1",310,"-","[acyl-carrier protein] S-malonyltransferase [Lactobacillus plantarum WCFS1]","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"74","lp_1674",4.3941807442595,"chr","NC_004567.2",1525464,1526192,"+",1061758,"fabG1","YP_004889491.1",242,"-","3-oxoacyl-ACP reductase","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"75","lp_1675",4.49458314438081,"chr","NC_004567.2",1526211,1527443,"+",1062128,"fabF","YP_004889492.1",410,"-","3-oxoacyl-ACP synthase","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"76","lp_1676",4.51389484183446,"chr","NC_004567.2",1527440,1527901,"+",1061917,"accB2","YP_004889493.1",153,"-","acetyl-CoA carboxylase, biotin carboxyl carrier protein","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"72","lp_1672",4.57407789186073,"chr","NC_004567.2",1524293,1524541,"+",1061849,"acpA2","YP_004889489.1",82,"-","acyl carrier protein","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"81","lp_1681",4.58655213445278,"chr","NC_004567.2",1531312,1532070,"+",1062043,"fabI","YP_004889498.1",252,"-","enoyl","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"77","lp_1677",4.61708632587732,"chr","NC_004567.2",1527901,1528314,"+",1061750,"fabZ2","YP_004889494.1",137,"-","(3R)-hydroxymyristoyl-ACP dehydratase","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"78","lp_1678",4.63587391803858,"chr","NC_004567.2",1528329,1529717,"+",1061749,"accC2","YP_004889495.1",462,"-","acetyl-CoA carboxylase, biotin carboxylase subunit","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"82","lp_1682",4.64153484236607,"chr","NC_004567.2",1532070,1532621,"+",1062108,"-","YP_004889499.1",183,"-","phosphopantetheinyltransferase","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"79","lp_1679",4.65098913948731,"chr","NC_004567.2",1529683,1530528,"+",1062006,"accD2","YP_004889496.1",281,"-","acetyl-CoA carboxylase, carboxyl transferase subunit beta","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"80","lp_1680",5.01100628679538,"chr","NC_004567.2",1530521,1531291,"+",1061743,"accA2","YP_004889497.1",256,"-","acetyl-CoA carboxylase, carboxyl transferase subunit alpha","Fatty acid and phospholipid metabolism","Fatty acid biosynthesis","@Intracellular"
"172","lp_3333",5.5764621740607,"chr","NC_004567.2",2965614,2966798,"+",1063950,"-","YP_004890840.1",394,"-","hypothetical protein lp_3333","Hypothetical proteins","Conserved: other","@Intracellular"
"92","lp_1817",8.60923463185346,"chr","NC_004567.2",1643229,1644254,"+",1063332,"tarJ","YP_004889613.1",341,"-","ribitol-5-phosphate 2-dehydrogenase","Cell envelope","Teichoic acid biosynthesis","@Intracellular"
"91","lp_1816",9.62990998055154,"chr","NC_004567.2",1642526,1643227,"+",1063386,"tarI","YP_004889612.1",233,"-","D-ribitol-5-phosphate cytidylyltransferase","Cell envelope","Teichoic acid biosynthesis","@Intracellular"
